Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
198	22.481678	1.5190753	26.590166	19.4648	56.05	31.094172	104.0	0.0	1000.0	459148.0	0.07690921273031825	2.2782178	0.39508295	3.663498	0.880071	6.016835	4.4429054	30.047592	-4.5124574	0.0	-0.008587207	-4.7683717e-08	0.002222797	0.088987954	-0.044388495	21.84323	-10.187701	0	0	79.0	1.1650293	0.005479754	5970000	4574.184532165527
199	23.179111	1.5952073	26.38287	20.486471	57.15	36.716858	137.0	10.0	1000.0	460845.0	0.0768075	2.2883565	0.3647119	3.6250684	0.6264707	5.61313	4.41538	33.400753	-4.844352	-4.4703485e-09	-0.009119219	4.7683717e-08	-0.0007577521	0.09476464	-0.043036066	24.561142	-10.803041	0	0	79.0	1.1429145	0.005707606	6000000	4600.390374660492
200	22.712486	1.1910989	25.127415	20.796509	61.25	35.363647	134.0	0.0	1000.0	462554.0	0.07670878938640133	2.3277576	0.36973184	3.7225437	1.0917007	5.659732	4.364693	37.26293	-3.84632	-2.9802323e-09	-0.0083265	-5.9604645e-08	-0.0013546655	0.07843684	-0.030770173	22.703455	-9.329691	0	0	79.0	1.1122259	0.0051639215	6030000	4626.649280786514
201	22.692123	1.7634352	26.079762	18.493803	61.1	40.462204	173.0	0.0	1000.0	464230.0	0.07660561056105611	2.3245282	0.3601215	3.5070388	0.96067685	5.7579365	4.5083976	35.615448	-3.9593549	-1.0430813e-08	-0.0017554028	-1.1920929e-08	0.0003158344	0.094937816	-0.033110313	24.117085	-11.638484	0	0	6.0	1.1013846	0.002694693	6060000	4646.359578609467
202	22.799086	1.4069362	25.282326	19.75852	76.8	35.49028	139.0	20.0	1000.0	466318.0	0.07657110016420361	2.332715	0.3714141	3.3890784	1.0742773	6.43925	5.025186	38.683838	-3.317178	2.9802323e-09	-0.00062687666	-3.576279e-08	-0.0010804774	0.083077475	-0.03268326	31.960735	-14.998949	0	0	1.0	1.0987241	0.0010074486	6090000	4666.341261386871
203	22.10102	1.4232823	25.103928	19.619894	59.35	39.29666	152.0	0.0	1000.0	467940.0	0.0764607843137255	2.2932613	0.3690174	3.4891152	1.0592778	6.6139407	4.669567	29.949797	-7.0123773	-1.4901161e-09	-0.0064202636	0.0	-0.0013728079	0.08665186	-0.037757743	24.472128	-11.949144	0	0	79.0	1.0974038	0.0062757693	6120000	4694.889243364334
204	22.684748	1.8385091	26.283611	20.043587	52.5	22.953213	101.0	23.0	1000.0	469517.0	0.07634422764227643	2.2935004	0.36733547	3.527265	0.97865206	5.9637365	4.7485466	35.811634	-5.4420624	-2.9802323e-09	0.0010171641	-2.9802323e-09	0.0044375197	0.099664055	-0.04246713	21.977448	-9.716406	0	0	5.0	1.0810246	0.009846078	6150000	4716.5626838207245
205	22.187174	1.5636691	25.788713	18.344349	52.2	28.99931	131.0	15.0	1000.0	471122.0	0.07623333333333333	2.310812	0.37386352	3.3735752	1.0285996	5.317158	4.306386	32.070034	-4.547015	-8.940697e-09	0.0069575957	2.9802322e-08	-0.0027161143	0.08929583	-0.039704002	25.21674	-12.25101	0	0	1.0	1.0808392	0.01596047	6180000	4737.809371948242
206	22.785233	1.6064627	25.680115	19.277292	52.3	29.616043	111.0	9.0	1000.0	472647.0	0.07611062801932367	2.2822564	0.34709984	3.5462797	0.97934264	5.682075	4.3003855	35.812275	-8.2855015	1.4901161e-09	0.0026046569	5.9604646e-09	0.00067274907	0.08862956	-0.034865744	26.253376	-12.451241	0	0	1.0	1.080735	0.009360305	6210000	4762.358355998993
207	22.862568	1.659266	26.900776	20.4889	60.55	36.851696	150.0	5.0	1000.0	474495.0	0.07604086538461538	2.3025863	0.37221265	3.7374218	0.91356033	5.9246435	4.742457	37.38406	-1.9212172	1.7881394e-08	-0.0005913774	-5.9604645e-08	-0.001478387	0.08286205	-0.03583891	28.064062	-12.239853	0	0	1.0	1.0805988	0.0026695176	6240000	4784.43593454361
208	22.8445	1.8581187	25.862875	19.68637	52.15	28.863949	122.0	0.0	1000.0	476175.0	0.07594497607655502	2.2904463	0.36542976	3.474492	0.8288998	6.18898	4.647546	39.08512	-3.3123977	3.7252903e-09	-0.00067562406	1.7881394e-08	-0.00055585674	0.092788346	-0.042515878	22.565752	-10.159323	0	0	1.0	1.0804255	0.0020481176	6270000	4804.514834880829
209	22.398396	1.70145	25.888256	19.18103	50.55	35.138973	125.0	0.0	1000.0	477623.0	0.0758131746031746	2.32946	0.3887959	3.672068	0.9626745	5.5742464	4.4474254	42.092163	-3.4815447	2.9802323e-09	-0.0008695053	-2.3841858e-08	-0.0011442251	0.09472793	-0.04163585	22.429417	-10.415257	0	0	1.0	1.0805165	0.0026737372	6300000	4824.80691742897
210	23.085255	1.5649245	26.386724	21.14947	69.6	44.73857	157.0	0.0	1000.0	479493.0	0.07574928909952607	2.32613	0.36702597	3.7245123	1.0918478	5.507051	4.3483553	33.48588	-3.7309365	-5.9604646e-09	-0.000874196	-6.854534e-08	0.0012714742	0.08496537	-0.035907537	31.831324	-16.28735	0	0	1.0	1.0808101	0.0017137269	6330000	4845.864628314972
211	23.022472	1.5161557	26.267735	20.726212	60.25	26.218077	129.0	15.0	1000.0	481449.0	0.0756995283018868	2.3280034	0.3717086	3.7363102	0.97209287	6.4597335	5.175778	38.64352	-4.1712036	2.2351743e-09	4.1748302e-05	-2.9802323e-09	0.00018346049	0.07718726	-0.030611396	25.959106	-13.063978	0	0	1.0	1.0812945	0.0047714077	6360000	4866.991951465607
212	22.30354	1.4940753	25.599716	19.997011	56.15	31.605816	104.0	0.0	1000.0	482925.0	0.07557511737089202	2.304448	0.36466056	3.3428724	1.0595908	6.2162156	4.6063194	37.58991	-3.1978443	-2.2351743e-09	-0.0010489225	-4.172325e-08	0.0022427237	0.07785237	-0.03370165	21.72877	-10.6950245	0	0	1.0	1.0816609	0.0023394222	6390000	4889.587016105652
213	22.960958	1.4519469	26.038025	20.68027	58.3	23.341164	128.0	0.0	1000.0	484590.0	0.07548130841121495	2.2704947	0.35336134	3.484529	0.9407007	5.5283375	4.0548825	29.783972	-3.437482	1.0430813e-08	-0.0007575285	5.9604646e-09	0.0019510934	0.0852047	-0.032749623	21.245607	-9.666613	0	0	1.0	1.0822349	0.002861846	6420000	4910.720793962479
214	22.930767	1.338985	25.374538	20.704063	48.05	33.906452	134.0	0.0	1000.0	486109.0	0.07536573643410853	2.2960095	0.37969473	3.6655273	0.8286678	5.5147576	4.3291235	30.850567	-4.529086	1.0430813e-08	-0.00043042406	1.1920929e-08	0.0024445942	0.07989099	-0.03017877	21.664272	-9.758222	0	0	1.0	1.0827379	0.0032330793	6450000	4931.205452919006
215	23.492588	1.8286822	27.053986	19.506937	51.3	23.670868	89.0	7.0	1000.0	487728.0	0.07526666666666666	2.354854	0.36446	3.5301816	0.9705869	5.457545	4.1724854	33.02023	-3.5012712	6.7055224e-09	0.0013012952	-5.9604646e-09	-0.0015183862	0.08575703	-0.033625036	23.513977	-10.243153	0	0	1.0	1.0831369	0.006261062	6480000	4951.650468111038
216	23.0523	1.0202442	25.41114	21.326792	58.05	31.102211	130.0	12.0	1000.0	489520.0	0.07519508448540707	2.351837	0.38989305	3.7505157	0.76074874	6.043791	4.712684	37.327515	-2.9960864	-8.940697e-09	-0.0005425778	-2.8312206e-08	0.0006473173	0.08896643	-0.037052937	24.092714	-10.2918415	0	0	1.0	1.083493	0.0023980583	6510000	4972.330072879791
217	22.614874	1.7230695	26.026712	19.047743	50.05	33.501453	147.0	0.0	1000.0	491027.0	0.07508058103975535	2.3244367	0.3598168	3.5131793	0.86171776	5.5184684	4.40773	33.398952	-3.3539891	-8.940697e-09	-0.00092597865	-5.9604646e-09	-0.0008552725	0.080800034	-0.032396987	20.006933	-8.627266	0	0	1.0	1.0838051	0.0033814893	6540000	4994.039916276932
218	22.875278	1.6541685	26.799343	20.373632	49.25	25.115482	97.0	7.0	1000.0	492541.0	0.07496818873668189	2.3087158	0.3632646	3.449856	0.80281115	5.476867	4.6329684	33.835228	-3.4071589	-7.450581e-09	-0.0006182603	-1.1920929e-08	-0.0018451817	0.100779556	-0.04135601	18.570292	-8.433271	0	0	1.0	1.0841377	0.002216374	6570000	5015.8089373111725
219	22.319519	1.5394539	25.66393	20.26036	60.7	37.559418	120.0	0.0	1000.0	494333.0	0.07489893939393939	2.331735	0.37897438	3.8477824	1.0903544	5.4781504	4.3139324	30.109503	-3.791364	-8.940697e-09	-0.00070091273	-1.1920929e-08	0.000108261636	0.07504186	-0.029485112	24.7148	-10.543281	0	0	1.0	1.0844753	0.0021276094	6600000	5037.24093413353
220	22.865803	1.3984668	25.450233	20.346535	68.2	38.72157	130.0	0.0	1000.0	496317.0	0.07485927601809955	2.308517	0.36883128	3.674218	0.881718	6.194515	4.8618693	37.322002	-4.0367284	4.842877e-09	-0.0004087217	-5.9604646e-09	0.00051103166	0.073831595	-0.03179293	27.458307	-12.561315	0	0	1.0	1.0848482	0.0014129826	6630000	5058.366739988327
221	23.3279	1.5736648	27.194832	20.30318	54.1	33.35701	133.0	11.0	1000.0	498106.0	0.07479069069069069	2.309445	0.35960302	3.2936172	0.91630125	6.914302	4.8483973	33.03035	-4.471664	2.9802323e-09	-0.00016711315	-3.576279e-08	-0.0009888042	0.07921601	-0.028552696	25.571646	-12.321634	0	0	1.0	1.0851675	0.0016734326	6660000	5080.155052185059
222	23.049984	1.1182196	25.105684	20.479698	70.0	33.28964	126.0	0.0	1000.0	500054.0	0.07474648729446935	2.3259876	0.3560461	3.5028088	1.1619045	6.2930584	4.8443375	35.76806	-5.93195	7.450581e-09	-0.0006880801	8.940697e-09	5.2608735e-05	0.078774646	-0.034307703	21.761234	-9.736284	0	0	1.0	1.0856788	0.002247591	6690000	5106.458999872208
223	23.46058	1.6361634	27.49919	20.877802	63.05	28.74452	124.0	17.0	1000.0	501997.0	0.07470193452380952	2.3302877	0.35607103	3.5254366	1.0916234	6.699682	4.7200913	34.75204	-3.310013	1.0430813e-08	-0.0006842088	-1.7881394e-08	0.00042843184	0.08720096	-0.03222532	23.733652	-10.997859	0	0	1.0	1.0859995	0.0012475841	6720000	5131.8672041893005
224	22.388165	1.0121787	24.343002	20.758045	59.5	27.701082	130.0	17.0	1000.0	503737.0	0.07462770370370371	2.3479924	0.3644055	3.4383152	1.0099688	6.554951	4.7371593	33.823242	-4.293553	-2.9802323e-09	-0.00073626265	1.6391278e-08	-0.0002911145	0.06457752	-0.027298938	22.11701	-9.751766	0	0	1.0	1.0864687	0.002300373	6750000	5157.032099485397
225	22.98516	1.2429907	25.803213	20.304186	68.15	43.71187	129.0	0.0	1000.0	505812.0	0.07460353982300885	2.295297	0.34821433	3.5772626	0.9589809	6.350656	4.9203515	34.597847	-6.0043063	5.9604646e-09	-0.0005921352	6.556511e-08	-9.2546645e-05	0.07055415	-0.025152538	35.072918	-16.991488	0	0	1.0	1.0868905	0.0005496143	6780000	5182.301894426346
226	22.71353	1.0683262	24.879593	20.649828	66.7	35.526188	120.0	0.0	1000.0	507716.0	0.07455447870778267	2.2998261	0.35196185	3.5374854	0.8987431	7.10922	5.3274584	36.741837	-3.3470323	-1.3411045e-08	-0.00065045303	1.0430813e-08	-0.00070575875	0.06773725	-0.027191501	28.475592	-13.956915	0	0	1.0	1.0873291	0.000573431	6810000	5207.4547510147095
227	23.020153	2.1076453	27.77658	19.088125	50.8	34.376736	107.0	0.0	1000.0	509405.0	0.07447441520467836	2.3247094	0.37606385	3.7330046	1.011122	6.5066767	5.036607	39.348396	-5.027494	-1.6391278e-08	-0.000972173	1.1920929e-08	-0.0003039659	0.0930841	-0.039871506	23.971075	-12.027115	0	0	1.0	1.087647	0.0015452638	6840000	5233.820994615555
228	22.808811	1.6300747	25.685463	19.564945	65.05	32.193905	135.0	16.0	1000.0	511360.0	0.07443377001455605	2.3274589	0.3762412	3.6950836	0.9495767	6.502828	4.9658	38.17857	-3.7087672	8.940697e-09	-0.00049999694	-3.2782555e-08	0.00043004812	0.09314853	-0.039569877	23.197432	-9.89063	0	0	1.0	1.0878379	0.0007357025	6870000	5259.398622512817
229	23.101871	1.2680997	26.163752	20.39288	59.1	39.72644	156.0	0.0	1000.0	513135.0	0.07436739130434783	2.347421	0.3702782	3.9256918	1.057792	6.6576734	4.7966313	34.4242	-5.3022084	4.4703485e-09	-0.00035935704	0.0	-0.000559284	0.093557715	-0.033671003	24.604004	-10.944928	0	0	1.0	1.0880301	0.00087196537	6900000	5285.562132120132
230	22.393703	1.0633185	25.302856	20.389856	66.75	41.558243	202.0	0.0	1000.0	514991.0	0.07431327561327561	2.3374293	0.37086654	3.6073942	0.9767795	6.4089384	4.6848593	37.659863	-3.786491	9.685754e-09	-0.0005275237	-2.3841858e-08	-0.0017599392	0.068042055	-0.029743845	26.048107	-14.25384	0	0	1.0	1.0881898	0.00085006905	6930000	5310.623135089874
231	23.472605	1.8102036	28.313015	20.135897	55.0	34.881226	144.0	0.0	1000.0	516770.0	0.07424856321839081	2.3053865	0.34691286	3.5112357	0.97549874	6.433712	5.091081	32.62757	-4.5165405	6.3329937e-09	-0.00048182454	2.8312206e-08	-0.00019319504	0.09179129	-0.032549568	23.502838	-11.336667	0	0	1.0	1.0882676	0.0012559412	6960000	5337.298874616623
232	22.825394	1.5391431	25.552391	19.945496	48.05	30.660194	105.0	0.0	1000.0	518378.0	0.07415994277539342	2.3533123	0.37122118	3.436272	1.0288345	5.6523676	4.312316	32.38546	-3.9220173	1.0430813e-08	-0.0005440423	-5.9604646e-09	0.0002732946	0.07769239	-0.032121312	24.540592	-12.782176	0	0	1.0	1.0883868	0.0012520388	6990000	5363.674354791641
233	22.428555	1.7709674	25.929945	19.535	66.25	36.825092	133.0	0.0	1000.0	520191.0	0.07410128205128205	2.3141468	0.371705	3.5198638	0.89389026	5.586933	4.633019	33.26667	-3.8324313	-5.9604646e-09	-0.0005598237	-4.172325e-08	0.0004237211	0.09085145	-0.03313143	24.6217	-12.109666	0	0	1.0	1.0884316	0.00096641463	7020000	5385.762790441513
234	22.846182	1.5641608	26.181166	20.471071	49.55	36.945194	155.0	0.0	1000.0	521672.0	0.07399602836879432	2.2939692	0.35703018	3.7255743	0.97791076	5.6752133	4.4962783	31.766117	-4.9242334	-8.940697e-09	-0.0007086481	-1.6391278e-08	0.0007225143	0.07738376	-0.026442658	19.862463	-9.563332	0	0	1.0	1.088431	0.00095909473	7050000	5410.057351589203
235	22.566235	1.2290295	25.160046	20.160046	55.45	32.920322	127.0	9.0	1000.0	523446.0	0.07393305084745763	2.2898192	0.34960678	3.3158104	0.6712018	5.153573	4.528932	34.896698	-4.474984	2.9802323e-09	-0.0006803726	2.9802323e-09	-0.000331792	0.06573592	-0.021885237	25.829931	-12.689035	0	0	1.0	1.0884497	0.00074967014	7080000	5432.435783147812
236	22.91724	2.0969799	28.446344	19.813639	64.1	32.241123	128.0	0.0	1000.0	525114.0	0.07385569620253164	2.2976677	0.34983605	3.4628987	1.0960969	6.331186	4.6554713	36.362804	-5.720495	5.9604646e-09	-0.00086790824	-1.7881394e-08	-0.00035972949	0.09178253	-0.037286825	22.50445	-11.224955	0	0	1.0	1.0883055	0.00081922376	7110000	5453.831957578659
237	22.280264	1.896109	26.531054	19.321527	57.3	29.92006	117.0	0.0	1000.0	526800.0	0.07378151260504201	2.314555	0.37609217	3.4606547	1.109922	5.887709	4.3118005	33.448032	-2.7567334	-6.7055224e-09	-0.0006596349	2.9802323e-09	-0.00018938445	0.07938621	-0.029210716	22.905136	-9.951793	0	0	3.0	1.0881343	0.000640358	7140000	5474.475700139999
238	23.471964	1.9420168	26.906826	19.811655	42.45	28.671371	127.0	0.0	1000.0	528348.0	0.0736887029288703	2.2894158	0.35269576	3.2909489	0.8465117	5.4936767	4.2177143	32.96804	-3.5260258	7.4505807e-10	-0.0006330693	3.2782555e-08	-0.0004901722	0.092504814	-0.033470728	22.345922	-10.287123	0	0	1.0	1.0875168	0.0004904374	7170000	5495.692837238312
239	22.528627	1.3946707	24.819677	20.125628	67.3	29.221739	121.0	13.0	1000.0	530490.0	0.07367916666666667	2.2928843	0.36002243	3.6871402	1.0171877	6.340685	5.136788	34.873074	-4.3498116	8.940697e-09	-0.0011872224	-1.7881394e-08	0.0017695455	0.060755484	-0.021576557	24.225368	-11.061838	0	0	1.0	1.08727	0.0038723636	7200000	5516.893369436264
240	23.195007	1.3272004	27.144869	20.449993	70.45	30.839058	130.0	9.0	1000.0	532459.0	0.07364578146611342	2.288838	0.34700224	3.4303124	1.1187311	6.820173	4.724803	32.47238	-8.446912	-1.4901161e-09	-0.00089444465	1.3411045e-08	0.00023308424	0.084957674	-0.0306788	26.741617	-11.750731	0	0	1.0	1.0866866	0.00087049993	7230000	5538.777653455734
241	23.34444	1.1172104	25.810955	20.731558	57.75	22.761536	100.0	17.0	1000.0	534204.0	0.07358181818181818	2.3344932	0.34949735	3.6718965	0.9207647	7.139195	4.833726	34.907104	-2.9005814	-1.4901161e-09	-0.008104619	0.0	-0.0034309074	0.08667496	-0.032975927	22.603304	-10.485858	0	0	79.0	1.0858891	0.00519299	7260000	5567.1628341674805
242	22.59912	1.3489368	25.375774	20.820393	53.8	35.276905	123.0	3.0	1000.0	535844.0	0.0735039780521262	2.3446429	0.38191357	3.5879672	0.9074832	5.7812095	4.133344	32.230705	-4.4711833	-4.4703485e-09	-0.008552549	-4.4703484e-08	-0.0008456733	0.07680913	-0.03199496	22.56827	-9.918074	0	0	79.0	1.0537202	0.005220941	7290000	5594.60658121109
243	23.272467	1.9645554	27.552448	19.483873	52.8	34.368008	117.0	0.0	1000.0	537337.0	0.07340669398907104	2.3242557	0.36424986	3.4233139	0.8513872	5.908569	4.5719805	38.236946	-7.26509	4.4703485e-09	-0.0076309927	-4.172325e-08	0.0004133419	0.09033766	-0.032038324	21.735582	-10.303232	0	0	79.0	1.0252814	0.0044854404	7320000	5622.1941747665405
244	22.577177	2.3706503	26.055578	14.132477	74.1	39.016537	161.0	13.0	1000.0	539454.0	0.07339510204081633	2.3266764	0.38865504	3.5017047	0.8822209	5.8815293	4.8288207	33.476543	-6.842061	0.0	-0.008600185	-8.940697e-09	0.00066006667	0.11194756	-0.054521192	28.969004	-15.684688	0	0	79.0	1.018961	0.005231806	7350000	5650.566106796265
245	22.489895	1.1320701	24.637224	20.075838	68.0	38.09462	131.0	0.0	1000.0	541301.0	0.0733470189701897	2.3372293	0.385206	3.7747662	0.23646295	6.9404	4.700916	37.371876	-3.9264808	-5.9604646e-09	0.0055537904	-1.4901161e-08	-0.00043755918	0.07256363	-0.032045923	23.63374	-12.106336	0	0	4.0	1.0011613	0.016933342	7380000	5671.89616894722
246	23.419058	1.6109935	26.520206	20.996193	53.55	29.307806	125.0	0.0	1000.0	543015.0	0.07328137651821863	2.319934	0.34110564	3.321294	1.1067376	6.4069047	4.831665	34.289005	-3.6742036	-2.2351743e-09	-0.0004080523	-3.576279e-08	0.0008185191	0.08605503	-0.0282278	20.299313	-9.615575	0	0	1.0	1.0003836	0.0012868693	7410000	5693.326431274414
247	23.029142	1.7490929	27.579357	20.626537	60.5	37.12479	150.0	0.0	1000.0	544921.0	0.07324206989247312	2.3538806	0.36008817	3.4410036	1.1147317	6.149743	4.450736	32.46786	-3.8069682	-1.6391278e-08	-0.0007802156	1.6391278e-08	-0.0006068221	0.09454022	-0.034387134	24.056767	-11.682375	0	0	1.0	1.0002851	0.0018072851	7440000	5713.023000001907
248	23.050745	1.6195968	26.095695	20.493717	53.8	37.217735	151.0	13.0	1000.0	546454.0	0.07315314591700134	2.3286426	0.36122784	3.6340687	0.8235034	6.08457	4.830607	35.450428	-2.6790304	5.9604646e-09	0.00045431926	2.0861625e-08	0.00036926373	0.09084167	-0.03256771	21.359507	-9.952974	0	0	1.0	1.0004194	0.0077806814	7470000	5732.649881839752
249	23.401403	1.1952378	25.945024	20.971184	56.6	42.373814	134.0	0.0	1000.0	548250.0	0.0731	2.3400862	0.36730224	3.4992526	1.0806475	6.047672	4.8958735	33.27051	-8.394969	-2.6077032e-09	-0.00023770504	4.7683717e-08	-0.00027692894	0.07609869	-0.029313307	27.927795	-13.552136	0	0	1.0	1.0006366	0.00077170413	7500000	5752.431200265884
250	23.561829	1.57496	27.55958	21.18007	50.35	31.779358	126.0	0.0	1000.0	549777.0	0.07301155378486056	2.3248048	0.35233408	3.5229037	1.0318043	5.814543	4.893542	34.439632	-4.1735907	-1.0058284e-08	-0.0006801502	-4.172325e-08	-0.00012182128	0.081315435	-0.029810652	25.436047	-12.331765	0	0	1.0	1.0007958	0.0028072833	7530000	5772.088929653168
251	22.388529	1.5316198	27.112827	20.13418	36.75	27.843985	83.0	0.0	1000.0	551159.0	0.07290462962962962	2.3565984	0.36594182	3.5800467	1.1731359	5.30586	4.4245377	36.68343	-6.755225	2.9802323e-09	-0.00043070246	0.0	6.883489e-05	0.081879005	-0.036414377	22.751183	-9.757012	0	0	1.0	1.0007641	0.0010437517	7560000	5791.475334882736
252	22.382551	0.9246618	23.9509	20.669226	53.15	29.350086	113.0	0.0	1000.0	552870.0	0.07284189723320159	2.2912605	0.35302448	3.5532045	0.72485435	5.4619045	4.7199726	32.956394	-4.278335	-1.1920929e-08	-0.0003344203	-5.9604646e-09	-0.00034585898	0.07043967	-0.028234432	24.207117	-10.274605	0	0	1.0	1.0009387	0.0011915995	7590000	5811.127132177353
253	22.617344	0.88836616	24.557114	20.89951	51.15	28.529415	101.0	0.0	1000.0	554567.0	0.07277782152230972	2.291961	0.3642008	3.5878642	0.6993011	6.014457	4.472858	35.233536	-3.78613	-1.0430813e-08	-7.5717624e-05	-1.7881394e-08	-0.00089338457	0.07001651	-0.023124611	25.037558	-13.187342	0	0	1.0	1.0013132	0.0009319172	7620000	5830.607270956039
254	22.704292	1.3388754	25.342356	20.16302	61.75	29.718472	118.0	10.0	1000.0	556349.0	0.07272535947712418	2.3023202	0.34449247	3.3518407	0.74486405	5.9384522	4.785822	34.3359	-3.6366367	7.4505807e-10	-0.00089009694	5.364418e-08	-0.0015540184	0.07254782	-0.024425317	21.677761	-10.125242	0	0	1.0	1.0017109	0.0019575376	7650000	5850.097523212433
255	23.329433	1.5972326	26.626928	20.401342	59.75	32.015427	126.0	10.0	1000.0	558069.0	0.072665234375	2.3242302	0.34748036	3.517849	0.9916191	6.0338917	4.5422544	31.886648	-2.3706715	2.2351743e-09	-0.0009623347	5.6624412e-08	3.0565912e-05	0.07879799	-0.028146118	23.21868	-10.524679	0	0	1.0	1.0017793	0.0007835723	7680000	5869.473792791367
256	22.632864	1.2514684	25.883184	20.831139	61.6	32.703823	146.0	14.0	1000.0	559949.0	0.07262632944228276	2.3359613	0.36219746	3.7304761	1.0518061	6.056373	4.7130666	40.339954	-4.1457615	3.7252903e-09	-0.00018276004	-2.9802322e-08	0.0013362492	0.068569	-0.02463523	26.27244	-13.18546	0	0	1.0	1.0017159	0.0010497359	7710000	5888.954343795776
257	23.183212	1.6545036	27.508013	20.385323	59.3	32.91519	129.0	0.0	1000.0	561646.0	0.07256408268733851	2.3080556	0.34876794	3.3266728	1.0954751	6.3173823	4.563374	35.95609	-2.9024506	2.30968e-08	-0.0007111536	5.9604646e-09	0.00065248396	0.08202459	-0.035889328	23.119728	-10.798204	0	0	1.0	1.0017109	0.001252627	7740000	5908.354549407959
258	22.802036	1.4381989	26.121128	20.640814	49.85	32.47503	105.0	0.0	1000.0	563200.0	0.07248391248391248	2.3577683	0.37846994	3.566864	1.1464748	5.921795	4.423314	32.393097	-2.6142936	2.9802323e-09	-0.00019679187	4.172325e-08	-0.0011512293	0.08200191	-0.03238404	22.484425	-10.86212	0	0	1.0	1.0015414	0.0010657257	7770000	5928.046840190887
259	23.67393	2.1552756	27.835283	19.891312	56.5	26.571602	112.0	0.0	1000.0	564920.0	0.07242564102564103	2.328077	0.34533644	3.2956421	1.0438433	5.8490705	5.021663	29.383118	-4.450316	5.5879354e-09	-0.00040789033	-1.7881394e-08	0.0004431891	0.10246857	-0.037707925	19.635952	-9.297941	0	0	1.0	1.0014379	0.00066177483	7800000	5948.261744260788
260	22.657698	1.4406581	25.491222	20.421389	47.35	29.02977	104.0	0.0	1000.0	566511.0	0.07235134099616858	2.3734033	0.37283194	3.595407	1.153773	5.8221917	4.3256187	35.636387	-2.7164779	-2.2351743e-09	-0.00044053988	1.1920929e-08	0.0012957782	0.07879342	-0.025448363	19.963959	-9.209366	0	0	1.0	1.0015073	0.0012234146	7830000	5968.125498533249
261	23.179472	1.9483507	27.377382	20.251392	54.85	35.804016	126.0	3.0	1000.0	568261.0	0.07229783715012722	2.344095	0.35988417	3.4869926	1.2000966	5.443522	4.574169	37.67656	-5.1615477	1.4901161e-08	-0.0006863979	-1.4901161e-09	0.0003606013	0.07662075	-0.025779415	25.936792	-12.339676	0	0	1.0	1.0015242	0.00073405914	7860000	5987.744147777557
262	22.577684	1.1142936	24.977016	19.771917	49.85	35.693523	102.0	0.0	1000.0	569906.0	0.07223143219264892	2.3425438	0.36758897	3.7284548	1.0034143	6.140686	4.8319273	37.115234	-4.5856805	-8.940697e-09	-0.00051255536	8.940697e-09	-3.973604e-05	0.08515793	-0.032132424	20.029964	-9.37457	0	0	1.0	1.0015938	0.0006697099	7890000	6008.714546918869
263	23.40334	1.3396404	26.655518	21.614773	72.1	43.823395	144.0	0.0	1000.0	571844.0	0.07220252525252525	2.3544052	0.3662758	3.3638623	1.0997549	6.041094	4.908389	31.334774	-4.4636855	-2.0489097e-09	-0.00055763935	-5.9604646e-09	9.158384e-05	0.09412612	-0.031481583	25.818668	-12.276382	0	0	1.0	1.0015943	0.0018456181	7920000	6029.475604534149
264	23.392025	1.5642251	25.534847	20.682081	43.7	26.33268	90.0	0.0	1000.0	573136.0	0.0720925786163522	2.3648872	0.37486765	3.48333	1.1511295	5.8044515	4.499698	32.690807	-4.6304975	-2.2351743e-09	-0.00062483456	-3.2782555e-08	-7.6907876e-05	0.07324605	-0.026505858	20.752537	-9.826324	0	0	1.0	1.0017397	0.0005501782	7950000	6050.235424518585
265	22.679882	1.655786	26.535065	20.128252	59.6	35.542088	135.0	0.0	1000.0	574862.0	0.07203784461152882	2.3216739	0.3686698	3.6348076	1.145046	5.2050757	4.437572	29.733429	-5.9517126	-5.9604646e-09	-0.0007492014	-8.940697e-09	-0.0004872835	0.07102847	-0.025804287	20.572975	-9.408759	0	0	1.0	1.002003	0.0014450382	7980000	6069.7693111896515
266	22.565964	1.1626586	24.720285	20.77842	58.3	27.322334	109.0	0.0	1000.0	576486.0	0.07197078651685393	2.3059177	0.36814547	3.6547647	1.1068285	5.5707097	4.347663	32.419674	-3.163547	7.450581e-09	-0.0007920853	1.6391278e-08	-0.0003087447	0.08919683	-0.03871215	20.611546	-9.559252	0	0	1.0	1.0023923	0.0017841796	8010000	6090.319984436035
267	23.193705	1.096375	25.544607	21.307026	52.8	26.392424	95.0	0.0	1000.0	578275.0	0.07192475124378109	2.3238895	0.36949277	3.8529713	1.0103791	6.0400677	4.7437553	32.3934	-3.20036	-2.9802323e-09	-0.0005767868	1.1920929e-08	0.00022649951	0.077183686	-0.033924952	25.837772	-12.478382	0	0	1.0	1.0027959	0.001262202	8040000	6111.21711397171
